Parent_SKU,Item_SKU,Item_Name,Brand,Item_Description,Category,Main_Image_URL,MSRP,Status,Color,Color_Hex_Value,Size,Country_Of_Origin,SourceUrl
wwg-kinggee-k45007,wwg-kinggee-k45007,Women's Reflective Soft Shell Jacket,KingGee,"Shop our Women's Reflective Soft Shell Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Jacket,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwdacea141/images/hi-res/k45007_ora_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.kinggee.com/au/p/womens_reflective_soft_shell_jacket/K45007.html
wwg-kinggee-k47008,wwg-kinggee-k47008,Women's Workcool Pro Stretch Shorts,KingGee,"Shop our Women's Workcool Pro Stretch Shorts as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Short,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw3f61197d/images/hi-res/k47008_bla_1.jpg?sw=1024&sh=1024,74.95,Active,,,,,https://www.kinggee.com/au/p/womens_workcool_pro_stretch_shorts/K47008.html
wwg-kinggee-k49271,wwg-kinggee-k49271,Women's Bamboo Coloured Crew Socks - 3 Pack,KingGee,"Women's Bamboo Work Sock 3 Pack. Breathable, seam free and made from renewable resource making them the environmentally friendly choice. Shop Onilne!",KingGee,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw0d45b113/images/hi-res/k49271_ptk_1.jpg?sw=1024&sh=1024,44.95,Active,,,,,https://www.kinggee.com/au/p/womens_bamboo_coloured_crew_socks_-_3_pack/K49271.html
wwg-kinggee-k51012,wwg-kinggee-k51012,Originals Hi Vis Taped Disposable Coverall,KingGee,"Shop our Originals Hi Vis Taped Disposable Coverall as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Coverall,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw23d59d5c/images/hi-res/k51012_ora_1.jpg?sw=1024&sh=1024,19.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi_vis_taped_disposable_coverall/K51012.html
wwg-kinggee-k51540,wwg-kinggee-k51540,Workcool 2 Hi-Vis Reflective Two Tone Work Coveralls,KingGee,"Shop our Workcool 2 Reflective Spliced Overall as well as men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Coverall,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw560a1af3/images/hi-res/k51540_ona_1.jpg?sw=1024&sh=1024,179.95,Active,,,,,https://www.kinggee.com/au/p/workcool_2_hi-vis_reflective_two_tone_work_coveralls/K51540.html
wwg-kinggee-k53008,wwg-kinggee-k53008,Originals Stretch Denim Work Jeans Bio Motion,KingGee,"Shop our Originals Stretch Denim Work Jeans Bio Motion as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",KingGee,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwd85357dc/images/hi-res/k53008_nav_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.kinggee.com/au/p/originals_stretch_denim_work_jeans_bio_motion/K53008.html
wwg-kinggee-k53013,wwg-kinggee-k53013,Workcool Pro Bio  Motion Cuff Pant,KingGee,"Shop our Workcool Pro Bio Motion Cuff Pant as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Pant,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwacb75d26/images/hi-res/k53013_nav_1.jpg?sw=1024&sh=1024,109.95,Active,,,,,https://www.kinggee.com/au/p/workcool_pro_bio__motion_cuff_pant/K53013.html
wwg-kinggee-k53018,wwg-kinggee-k53018,Originals Stretch Reflective BIomotion Cargo Work Pants ,KingGee,Stretch Bio Motion Cargo Pant is made from stretch fabric for added movement and comfort. Mmultifunctional storage and 50mm Reflectec tape. Shop Online!,Pant,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwd482159a/images/hi-res/k53018_nav_1.jpg?sw=1024&sh=1024,74.95,Active,,,,,https://www.kinggee.com/au/p/originals_stretch_reflective_biomotion_cargo_work_pants_/K53018.html
wwg-kinggee-k53022,wwg-kinggee-k53022,Originals PVC Pant,KingGee,"Shop our Originals PVC Pant as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Pant,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwd3b5ddb0/images/hi-res/k53022_yel_1.jpg?sw=1024&sh=1024,9.95,Active,,,,,https://www.kinggee.com/au/p/originals_pvc_pant/K53022.html
wwg-kinggee-k53820,wwg-kinggee-k53820,Workcool 2 Reflective Cotton Drill Cargo Work Pants,KingGee,Workcool 2 Reflective Pants Navy. Modern contoured fit. Behind the knee cooling vents. Multifunctional pockets and 50mm Reflectec Tape. Shop Online!,Pant,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwec298a87/images/hi-res/k53820_nav_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.kinggee.com/au/p/workcool_2_reflective_cotton_drill_cargo_work_pants/K53820.html
wwg-kinggee-k54014,wwg-kinggee-k54014,Workcool Vented Vic Rail Shirt,KingGee,"Shop our Workcool Vented Vic Rail Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw45953eb2/images/hi-res/k54014_spo_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.kinggee.com/au/p/workcool_vented_vic_rail_shirt/K54014.html
wwg-kinggee-k54019,wwg-kinggee-k54019,Originals Hi-Vis Drill Shirt,KingGee,"Shop our Originals Hi-Vis Drill Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwbd72fc07/images/hi-res/k54019_ora_1.jpg?sw=1024&sh=1024,64.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi-vis_drill_shirt/K54019.html
wwg-kinggee-k54028,wwg-kinggee-k54028,Workcool Pro Reflective Long Sleeve Shirt,KingGee,Workcool Pro Bio Motion long Sleeve shirt. Stretch ripstop fabric for comfort and durability. 98% Cotton Ripstop. Available in Orange Navy. Shop Online!,Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw3369f98e/images/hi-res/k54028_ona_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.kinggee.com/au/p/workcool-pro-bio-motion-shirt-l-s/K54028.html
wwg-kinggee-k54037,wwg-kinggee-k54037,DryCool Hi Vis Spliced Taped Shirt Long Sleeve Shirt ,KingGee,"Shop our DryCool Hi Vis Spliced Taped Shirt Long Sleeve Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwffcff108/images/hi-res/k54037_ona_1.jpg?sw=1024&sh=1024,99.95,Active,,,,,https://www.kinggee.com/au/p/drycool_hi_vis_spliced_taped_shirt_long_sleeve_shirt_/K54037.html
wwg-kinggee-k54205,wwg-kinggee-k54205,Workcool Hyperfreeze Hi-Vis Two Tone Short Sleeve Polo Shirt,KingGee,"Shop our Workcool Hyperfreeze Spliced Polo Short Sleeve as well as men's and women's work clothes, boots and accessories. Shop today at KingGee Australia",Short,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw7534e797/images/hi-res/k54205_ona_1.jpg?sw=1024&sh=1024,39.95,Active,,,,,https://www.kinggee.com/au/p/wc-hf-spliced-polo-s-s/K54205.html
wwg-kinggee-k54225,wwg-kinggee-k54225,Workcool Hyperfreeze Hi-Vis Reflective Long Sleeve Polo,KingGee,Workcool Hyperfreeze long sleeve polo tshirt. 100% Polyester. 50mm Reflectec segmented tape. Available in Orange and Navy color. Shop Online!,Polo,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwfef739c5/images/hi-res/k54225_ona_1.jpg?sw=1024&sh=1024,54.95,Active,,,,,https://www.kinggee.com/au/p/wc-hf-spliced-polo-l-s-taped/K54225.html
wwg-kinggee-k54805,wwg-kinggee-k54805,Workcool 2 Hi-Vis Long Sleeve Drill Work Shirt,KingGee,"Shop our Workcool 2 Shirt Long Sleeve as well as men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwdf3f4ab8/images/hi-res/k54805_ora_1.jpg?sw=1024&sh=1024,59.95,Active,,,,,https://www.kinggee.com/au/p/workcool_2_hi-vis_long_sleeve_drill_work_shirt/K54805.html
wwg-kinggee-k54875,wwg-kinggee-k54875,Workcool 2 Hi-Vis Two Tone Short Sleeve Drill Work Shirt,KingGee,"Workcool 2 Spliced Shirt Short Sleeve. Breathable fabric, Two chest pockets with pen partition. Underarm, upper back and side cooling vents. Shop Online!",Short,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw4f6200ba/images/hi-res/k54875_ona_1.jpg?sw=1024&sh=1024,54.95,Active,,,,,https://www.kinggee.com/au/p/workcool_2_hi-vis_two_tone_short_sleeve_drill_work_shirt/K54875.html
wwg-kinggee-k54885,wwg-kinggee-k54885,Workcool 2 Hi-Vis Reflective Short Sleeve Work Shirt,KingGee,"Shop our Workcool 2 Reflective Spliced Shirt Short Sleeve as well as men's and women's work clothes, boots and accessories. Shop today at KingGee Australia",Short,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw29873457/images/hi-res/k54885_ona_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.kinggee.com/au/p/workcool_2_hi-vis_reflective_short_sleeve_work_shirt/K54885.html
wwg-kinggee-k54911,wwg-kinggee-k54911,Workcool Vented Spliced Shirt Taped Short Sleeve,KingGee,"Shop our Workcool Vented Spliced Shirt Taped Short Sleeve as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Short,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw6bdc4da1/images/hi-res/k54911_ona_1.jpg?sw=1024&sh=1024,64.95,Active,,,,,https://www.kinggee.com/au/p/workcool_vented_spliced_shirt_taped_short_sleeve/K54911.html
wwg-kinggee-k54915,wwg-kinggee-k54915,Workcool Vented  Shirt Taped Long Sleeve,KingGee,"Shop our Workcool Vented Shirt Taped Long Sleeve as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw5f6af931/images/hi-res/k54915_ora_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.kinggee.com/au/p/workcool_vented__shirt_taped_long_sleeve/K54915.html
wwg-kinggee-k54927,wwg-kinggee-k54927,Originals Spliced Taped Cotton Back Polo,KingGee,"Shop our Originals Spliced Taped Cotton Back Polo as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Polo,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw74e40980/images/hi-res/k54927_ona_1.jpg?sw=1024&sh=1024,69.95,Active,,,,,https://www.kinggee.com/au/p/originals_spliced_taped_cotton_back_polo/K54927.html
wwg-kinggee-k54931,wwg-kinggee-k54931,Originals Hi-Vis Spliced Polo,KingGee,"Shop our Originals Hi-Vis Spliced Polo as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Polo,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw3de4d742/images/hi-res/k54931_ona_1.jpg?sw=1024&sh=1024,34.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi-vis_spliced_polo/K54931.html
wwg-kinggee-k54936,wwg-kinggee-k54936,Originals Reflective Spliced Drill Shirt,KingGee,"Shop our Originals Reflective Spliced Drill Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw03515beb/images/hi-res/k54936_ona_1.jpg?sw=1024&sh=1024,64.95,Active,,,,,https://www.kinggee.com/au/p/originals_reflective_spliced_drill_shirt/K54936.html
wwg-kinggee-k55011,wwg-kinggee-k55011,Originals DWR Reflective Puffer Jacket,KingGee,"Shop our Originals DWR Reflective Puffer Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Jacket,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw61617637/images/hi-res/k55011_ora_1.jpg?sw=1024&sh=1024,179.95,Active,,,,,https://www.kinggee.com/au/p/originals_dwr_reflective_puffer_jacket/K55011.html
wwg-kinggee-k55018,wwg-kinggee-k55018,Originals Hi-Vis Spliced Full Zip Hoodie,KingGee,"Shop our Originals Hi-Vis Spliced Full Zip Hoodie as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Hi-Vis,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw6651b2a4/images/hi-res/k55018_ona_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi-vis_spliced_full_zip_hoodie/K55018.html
wwg-kinggee-k55022,wwg-kinggee-k55022,Originals Hi Vis Vic Rail 1/4 Taped Pullover,KingGee,"Shop our Originals Hi Vis Vic Rail 1/4 Taped Pullover as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",KingGee,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw4ce7132b/images/hi-res/k55022_spo_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi_vis_vic_rail_1%2F4_taped_pullover/K55022.html
wwg-kinggee-k55027,wwg-kinggee-k55027,Originals Hi Vis Taped Bluey Jacket,KingGee,"Shop our Originals Hi Vis Taped Bluey Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Jacket,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw96d4cbe2/images/hi-res/k55027_ora_1.jpg?sw=1024&sh=1024,179.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi_vis_taped_bluey_jacket/K55027.html
wwg-kinggee-k55033,wwg-kinggee-k55033,Hi-Vis Fleece Pullover Hoodie,KingGee,"Shop our Hi-Vis Fleece Pullover Hoodie as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Hi-Vis,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw4bb98fa2/images/hi-res/k55033_ona_1.jpg?sw=1024&sh=1024,79.95,Active,,,,,https://www.kinggee.com/au/p/hi-vis_fleece_pullover_hoodie/K55033.html
wwg-kinggee-k55039,wwg-kinggee-k55039,Reflective Softshell Jacket,KingGee,"Shop our Reflective Softshell Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Jacket,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw4e5e5abb/images/hi-res/k55039_ora_1.jpg?sw=1024&sh=1024,89.95,Active,,,,,https://www.kinggee.com/au/p/reflective_softshell_jacket/K55039.html
wwg-kinggee-k55045,wwg-kinggee-k55045,Orignals NSW Rail Hi Vis Bomber Jacket ,KingGee,"Shop our Orignals NSW Rail Hi Vis Bomber Jacket as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Jacket,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw29792335/images/hi-res/k55045_ora_1.jpg?sw=1024&sh=1024,109.95,Active,,,,,https://www.kinggee.com/au/p/orignals_nsw_rail_hi_vis_bomber_jacket_/K55045.html
wwg-kinggee-k55057,wwg-kinggee-k55057,Reflective 1/4 Zip Fleece  X Back,KingGee,"Shop our Reflective 1/4 Zip Fleece X Back as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Jumper,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwad70079d/images/hi-res/k55057_ora_1.jpg?sw=1024&sh=1024,84.95,Active,,,,,https://www.kinggee.com/au/p/reflective_1%2F4_zip_fleece__x_back/K55057.html
wwg-kinggee-k55091,wwg-kinggee-k55091,Hi-Vis Vest,KingGee,"Shop our Hi-Vis Vest as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Vest,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw47db7d19/images/hi-res/k55091_hyo_1.jpg?sw=1024&sh=1024,9.95,Active,,,,,https://www.kinggee.com/au/p/hi-vis_vest/K55091.html
wwg-kinggee-k55400,wwg-kinggee-k55400,Originals 3 in 1 Hi-Vis Cotton Drill Reflective Work Jacket ,KingGee,Reflective 3 In 1 Cotton Jacket. Traditional work jacket with removable vest. 50mm Reflectec Tape. Cotton shell with brushed flannel lining. Shop Online!,Jacket,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw60136b68/images/hi-res/k55400_ona_1.jpg?sw=1024&sh=1024,209.95,Active,,,,,https://www.kinggee.com/au/p/originals_3_in_1_hi-vis_cotton_drill_reflective_work_jacket_/K55400.html
wwg-kinggee-k57002,wwg-kinggee-k57002,Original Hi-Vis H Back Vest,KingGee,"Shop our Original Hi-Vis H Back Vest as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Vest,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw4a768f24/images/hi-res/k57002_hvo_1.jpg?sw=1024&sh=1024,12.95,Active,,,,,https://www.kinggee.com/au/p/original_hi-vis_h_back_vest/K57002.html
wwg-kinggee-k57006,wwg-kinggee-k57006,Originals Hi Vis X Back Vest,KingGee,"Shop our Originals Hi Vis X Back Vest as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Vest,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwcf15b0f0/images/hi-res/k57006_hvo_1.jpg?sw=1024&sh=1024,14.95,Active,,,,,https://www.kinggee.com/au/p/originals_hi_vis_x_back_vest/K57006.html
wwg-kinggee-k57016,wwg-kinggee-k57016,Originals Vic Roads Safety Vest,KingGee,"Shop our Originals Vic Roads Safety Vest as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Vest,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw49030aa1/images/hi-res/k57016_red_1.jpg?sw=1024&sh=1024,29.95,Active,,,,,https://www.kinggee.com/au/p/originals_vic_roads_safety_vest/K57016.html
wwg-kinggee-k69790,wwg-kinggee-k69790,Workcool Long Sleeve Polo Shirt,KingGee,"Shop our Workcool Long Sleeve Polo Shirt as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw8c33528b/images/hi-res/k69790_nav_1.jpg?sw=1024&sh=1024,44.95,Active,,,,,https://www.kinggee.com/au/p/workcool_long_sleeve_polo_shirt/K69790.html
wwg-kinggee-k83000,wwg-kinggee-k83000,Wildlands Firefighting Trouser,KingGee,"Shop our Wildlands Firefighting Trouser as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",KingGee,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw67fbf1e8/images/hi-res/k83000_gld_1.jpg?sw=1024&sh=1024,204.95,Active,,,,,https://www.kinggee.com/au/p/wildlands_firefighting_trouser/K83000.html
wwg-kinggee-k84003,wwg-kinggee-k84003,Women’s Shieldtec LENZING™ FR Hi-Vis Open Front Taped Shirt PPE2,KingGee,"Shop our Women’s Shieldtec LENZING&trade; FR Hi-Vis Open Front Taped Shirt PPE2 as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw09040c1b/images/hi-res/k84003_ora_1.jpg?sw=1024&sh=1024,189.95,Active,,,,,https://www.kinggee.com/au/p/women%E2%80%99s_shieldtec_lenzing%E2%84%A2_fr_hi-vis_open_front_taped_shirt_ppe2/K84003.html
wwg-kinggee-k99196,wwg-kinggee-k99196,Trademark Bucket Hat,KingGee,"Shop our Trademark Bucket Hat as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Cap/Hat,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dwf0f9df8e/images/hi-res/k99196_bla_1.jpg?sw=1024&sh=1024,24.95,Active,,,,,https://www.kinggee.com/au/p/trademark_bucket_hat/K99196.html
wwg-kinggee-y02520,wwg-kinggee-y02520,ShieldTec FR Flat Front Cargo Pant PPE2,KingGee,"Shop our ShieldTec FR Flat Front Cargo Pant PPE2 as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Pant,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw961ee868/images/hi-res/y02520_nav_1.jpg?sw=1024&sh=1024,169.95,Active,,,,,https://www.kinggee.com/au/p/shieldtec_fr_flat_front_cargo_pant_ppe2/Y02520.html
wwg-kinggee-y04150,wwg-kinggee-y04150,ShieldTec FR Hi Vis Closed Front Taped Shirt PPE2,KingGee,"Shop our ShieldTec FR Hi Vis Closed Front Taped Shirt PPE2 as well as the latest men's and women's work clothes, work boots, accessories and more. Shop today at KingGee Australia",Shirt,https://www.kinggee.com/dw/image/v2/BJCV_PRD/on/demandware.static/-/Sites-wwg-m-kinggee-catalog/default/dw62ea0b00/images/hi-res/y04150_sor_1.jpg?sw=1024&sh=1024,149.95,Active,,,,,https://www.kinggee.com/au/p/shieldtec_fr_hi_vis_closed_front_taped_shirt_ppe2/Y04150.html
wwg-twe-hard-yakka-mens-edge-wide-leg-short-ripstop-desert-y05028,wwg-twe-hard-yakka-mens-edge-wide-leg-short-ripstop-desert-y05028,Hard Yakka Men's Edge Wide Leg Short Ripstop - Desert,Hard Yakka,"The Hard Yakka EDGE Ripstop Short combines rugged durability with a relaxed fit for superior comfort. Made from stretch ripstop fabric, these shorts are designed for tough work environments while offering modern styling and functional features.Product Features: Reinforced Areas: Double-layer panels on pocket flaps and back yoke for durability. Functional Storage: Angled cargo pockets with concealed zip compartments. Hybrid Waistband: Tailored front with internal drawcord channel for adjustable fit. Metal Hardware: YKK zippers and metal shank button for secure closure. Garment Wash: Silicone finish for a softer feel. UPF 50+ Protection",Short,https://cdn.shopify.com/s/files/1/0571/5447/0066/files/y05028_dst_1.jpg?v=1781654057,69.00,Active,,,,,https://www.totallyworkwear.com.au/products/hard-yakka-mens-edge-wide-leg-short-ripstop-desert-y05028
wwg-twe-rb-sellars-womens-peppin-half-zip-jumper-classic-navy-wju5130,wwg-twe-rb-sellars-womens-peppin-half-zip-jumper-classic-navy-wju5130,RB Sellars Women's Peppin Half Zip Jumper - Classic Navy,Totally Workwear,"Made from a heavy weight merino wool blend, the Peppin Jumper is luxurious to touch and warm to wear. Layer over our fine cotton shirts for a sophisticated look to take you through the cooler months at work.Details & Fit 70% Australian merino wool, 30% nylon Heavy weight YKK zip half placket Rib stand collar Cuffs & waistband Luxurious hand feel Regular fitModel wears size 8Model height: 177cm",Jumper,https://cdn.shopify.com/s/files/1/0571/5447/0066/files/Untitleddesign-2025-11-18T154520.146.png?v=1763441131,110.00,Active,,,,,https://www.totallyworkwear.com.au/products/rb-sellars-womens-peppin-half-zip-jumper-classic-navy-wju5130
wwg-twe-nxp-mens-blueprint-relaxed-muscle-tee-solid-black-npwmt02,wwg-twe-nxp-mens-blueprint-relaxed-muscle-tee-solid-black-npwmt02,NXP Men's Blueprint Relaxed Muscle Tee - Solid Black,Totally Workwear,"Totally Workwear - Australia’s largest network service provider of Workwear, Work Boots, Footwear, Hi Vis, Safety and Uniforms.",Tee/T-Shirt,https://cdn.shopify.com/s/files/1/0571/5447/0066/files/Untitleddesign_23.png?v=1755483406,35.00,Active,,,,,https://www.totallyworkwear.com.au/products/nxp-mens-blueprint-relaxed-muscle-tee-solid-black-npwmt02
wwg-twe-pro-choice-unisex-arax-impact-glove-black-aig,wwg-twe-pro-choice-unisex-arax-impact-glove-black-aig,Pro Choice Unisex Arax Impact Glove - Black,Pro Choice,"FEATURES Highest Level Cut Protection, Level “F” ANSI Level 1 Impact rated to protect back of hand and fingers. Nitrile Sand Dip for extreme wet and oily grip. Seamless construction for enhanced comfort and breathability. Certified Protection for the most extreme work environements. Velcro Cuff Closure for easy fitting.",Glove,https://cdn.shopify.com/s/files/1/0571/5447/0066/files/AIG_1.jpg?v=1748403881,29.00,Active,,,,,https://www.totallyworkwear.com.au/products/pro-choice-unisex-arax-impact-glove-black-aig
wwg-twe-kinggee-womens-hyper-tec-sport-berry-k26497,wwg-twe-kinggee-womens-hyper-tec-sport-berry-k26497,KingGee Women's Hyper-Tec Sport - Berry,King Gee,"Drawing inspiration and design from the athletic industry, the KingGee HyperTec range redefines hybrid industrial safety gear. This first to market technology innovation ensures lightweight, responsive, and comfortable footwear that meets industrial safety standards. The Hyper Rebound midsole makes use of cutting edge athletic footwear technology to significantly increase cushion and support for long days on your feet. • Lightweight Mesh Upper• Composite Safety Toe• Hyper Rebound Midsole• SRC Slip Resistance• 300°C Rubber Outsole• REPREVE® Mesh Lining",Totally Workwear,https://cdn.shopify.com/s/files/1/0571/5447/0066/files/K26497_RO_2024.jpg?v=1725933963,179.00,Active,,,,,https://www.totallyworkwear.com.au/products/kinggee-womens-hyper-tec-sport-berry-k26497
